gameId,gameName,playCount,backlogCount,replayCount,retiredPercentage,rating,completedCount
25328,Gungage,0,29,0,4.1,75.0,18
25329,Guardian Recall,0,5,0,16.7,0.0,0
25330,Guitar Freaks Append 2nd Mix,0,1,0,0.0,0.0,0
25331,Hellboy: Asylum Seeker,0,13,0,11.8,50.0,2
25332,Hikari no Shima,0,1,0,0.0,0.0,0
25333,Himiko-Den Renge,0,1,0,0.0,0.0,0
25334,Hot Wheels: Extreme Racing,0,15,0,10.3,68.0,11
25335,Hotshot,0,2,0,0.0,0.0,0
25336,Invasion,0,8,1,11.1,0.0,0
25337,Iron Soldier 3,0,11,0,13.3,0.0,2
25338,Killer Loop,0,12,0,7.1,70.0,1
25342,Renegade: Battle for Jacob's Star,0,1,0,0.0,0.0,0
25343,Reunion (AKA Merit's Galactic Reunion),0,1,0,0.0,0.0,0
25344,Robot City,0,4,0,0.0,0.0,0
25345,Savage Warriors,0,2,0,0.0,0.0,0
25346,Shadow Master,2,23,0,7.4,0.0,2
25347,Skynet,0,1,0,0.0,0.0,0
25348,Slipstream 5000,3,371,3,11.7,64.0,46
25349,Soultrap,0,1,0,0.0,0.0,0
25350,"Space Bar, The",0,1,0,0.0,0.0,0
25351,Space Pirates (by American Laser Games),0,1,0,0.0,0.0,0
25352,Spaceship Warlock,0,2,0,33.3,0.0,0
25353,Star Crusader,0,4,0,0.0,0.0,1
25354,Star Rangers,0,3,0,25.0,0.0,0
25355,Koukai Sarena Katta Shuki: The Note,0,1,0,0.0,0.0,0
25356,Lagnacure,0,6,0,14.3,0.0,0
25357,Lagnacure Legend,0,5,0,16.7,0.0,0
25359,Largo Winch .//Commando Sar,0,1,0,0.0,0.0,0
25361,Kowai Shashin,0,11,1,4.3,52.0,11
25362,Kowloon's Gate,0,20,0,4.8,0.0,0
25363,Kuro no Ken: Blade of the Darkness,0,2,0,0.0,0.0,0
25364,Ling Rise,0,3,0,25.0,0.0,0
25366,Looney Tunes: Sheep Raider,0,1,0,0.0,0.0,0
25365,Lone Soldier,0,8,0,7.1,56.0,5
25367,Lost Sword,0,1,0,0.0,0.0,0
25368,Lucifer Ring,0,10,0,11.8,0.0,5
25369,Lunatic Dawn III,0,2,0,33.3,0.0,0
25370,Lunatic Dawn Odyssey,0,1,0,0.0,0.0,0
25371,Machine Head,1,11,0,7.7,65.0,1
25372,Macross VF-X 2,0,1,0,0.0,0.0,0
25373,Magical Drop F,0,7,0,12.5,0.0,0
25375,Camera Obscura,14,1100,2,9.9,60.0,59
25376,Crazy Cars - Hit the Road,1,58,0,9.1,50.0,2
25377,Teddy Floppy Ear: Kayaking,6,310,1,8.6,43.0,50
25379,Trials Fusion - After The Incident,0,8,0,15.4,0.0,3
25378,Misao,0,18,1,0.9,62.0,96
25380,Final Fight Revenge,0,6,0,6.7,27.0,8
25382,Mitsumete Knight,0,2,0,0.0,0.0,0
25383,Mitsumete Knight R: Daibouken-hen,0,1,0,0.0,0.0,0
25384,Monster Collection,0,1,0,0.0,0.0,0
25385,Monster Racer,0,5,0,9.1,20.0,5
25386,Mori no Oukoku,0,1,0,0.0,0.0,0
25387,Magic Candle 2,0,1,0,0.0,0.0,0
25389,Star Trek Deep Space Nine: The Fallen,0,1,0,0.0,0.0,0
25390,Star Trek Deep Space Nine: Harbinger,0,1,0,0.0,0.0,0
25391,SuperKarts,0,1,0,0.0,0.0,0
25392,William Shatner's TekWar,0,11,0,13.3,10.0,2
25393,Terracide,0,3,0,25.0,0.0,0
25394,World of Aden: Thunderscape,0,25,0,3.6,50.0,2
25395,Ubik,1,7,0,22.2,0.0,0
25396,Ultimate Domain,0,1,0,0.0,0.0,0
25397,Victor Vector & Yondo: The Cyberplasm Formula,0,1,0,0.0,0.0,0
25398,Wetlands,0,8,0,7.7,67.0,4
25399,Who Killed Sam Rupert?,0,1,0,0.0,0.0,0
25400,Witchaven,0,52,0,3.2,56.0,9
25401,Witchaven II: Blood Vengeance,0,46,0,3.8,42.0,4
25402,Wolf (Sanctuary Woods),0,1,0,0.0,0.0,0
25403,Fortress Forever,2,98,0,17.1,55.0,9
25404,Survarium,14,456,3,28.4,63.0,44
25405,Freestyle 2: Street Basketball,10,389,0,25.7,60.0,35
25406,IHF Handball Challenge 14,0,6,0,33.3,0.0,0
25407,Landscaped Confinement,0,0,0,0.0,43.0,2
25408,A Truth to be Told,0,0,0,50.0,60.0,1
25409,Dragon Age: Inquisition - Jaws of Hakkon DLC,2,199,6,2.0,74.0,244
25410,Rick and Morty's Rushed Licensed Adventure,0,2,0,0.0,73.0,4
25411,Chronos Twins,0,21,0,7.7,68.0,3
25412,QBillion,0,5,0,12.5,0.0,2
25413,Voices from the Sea,5,291,0,5.1,60.0,117
25414,NanoTek Warrior,0,15,0,5.0,0.0,4
25415,Ningyo no Rakuin,0,5,0,0.0,85.0,1
25416,O.D.T.: Escape... Or Die Trying,0,1,0,0.0,0.0,0
25417,NBA Baller Beats,0,3,0,33.3,0.0,1
25418,The Legend of Heroes,0,1,0,0.0,0.0,0
25419,PQ2 Practical Intelligence Quotient 2,0,0,0,0.0,0.0,1
25420,Tee Off,0,9,0,14.3,0.0,3
25421,the distance between,0,0,0,0.0,0.0,1
25423,Omega Assault,0,4,0,16.7,0.0,1
25422,Forward to the Sky,8,566,2,4.1,50.0,175
25424,Oni Zero,0,1,0,0.0,0.0,0
25425,Out Live: Be Eliminate Yesterday,0,1,0,0.0,0.0,0
25426,OverBlood 2,0,39,0,3.9,63.0,10
25427,PAL: Shinken Densetsu,0,1,0,0.0,0.0,0
25428,Pax Corpus,0,8,0,0.0,0.0,0
25429,Phix: The Adventure,0,10,0,8.3,48.0,1
25430,Poop,0,0,0,0.0,0.0,1
25431,MonsterBag,0,81,0,5.1,58.0,68
25434,Deus Ex: Mankind Divided,127,11600,185,3.1,78.0,4700
25435,Thief II - Fan Mission: A Night in Rocksbourg,0,0,0,0.0,0.0,0
25436,Thief II - Fan Mission: The Inverted Manse,0,0,0,0.0,0.0,0
25437,Thief II - Fan Mission: The 7th Crystal,0,1,0,0.0,0.0,0
25438,Thief II - Fan Mission: The Seven Sisters,0,0,0,0.0,0.0,1
25439,Thief II - Fan Mission: Broken Triad,0,0,0,0.0,0.0,0
25440,Thief II - Fan Mission: Ominous Bequest,0,0,0,100.0,0.0,0
25441,Thief II - Fan Mission: The Circle of Stone and Shadow,0,0,0,0.0,0.0,0
25443,Tanks But No Tanks,0,5,0,11.1,55.0,3
25442,Thief - Fan Mission: Cult of the Resurrection,0,0,0,0.0,0.0,0
25444,Laser Blast,0,12,0,8.3,48.0,10
25445,Starmaster,0,16,0,9.1,70.0,4
25446,Chopper Command,0,18,0,7.1,60.0,8
25447,Space Jockey,0,3,0,28.6,0.0,2
25449,Dodger Cars,0,0,0,0.0,0.0,1
25450,Dare Diver,0,1,0,0.0,0.0,0
25451,Air-Sea Battle,0,17,0,11.5,50.0,29
25452,Maze Mania: A Game of Cops 'n Robbers,0,4,0,14.3,30.0,2
25453,Bowling,0,12,0,15.4,52.0,21
25454,Chase,0,1,0,0.0,0.0,0
25455,Steeplechase,0,11,0,16.0,59.0,10
25456,Arcade Golf,0,0,0,0.0,0.0,1
25457,Race,0,7,0,22.2,0.0,0
25458,Maze,0,4,0,0.0,0.0,1
25459,Blackjack,0,6,0,21.4,43.0,5
25460,One-on-One Basketball,0,0,0,0.0,0.0,1
25468,Polaris Snocross,0,21,1,7.7,65.0,3
25469,Princess Maker 3,0,1,0,0.0,0.0,0
25470,Prisoner,0,51,1,5.3,0.0,3
25471,Rock 'n' Roll Racing 2: Red Asphalt,0,7,1,12.5,0.0,7
25472,Retro Force,0,5,0,0.0,0.0,0
25473,Rosco McQueen,0,1,0,0.0,0.0,0
25474,Ryuki Densyo: Dragoon,0,1,0,0.0,0.0,0
25475,A way to go,0,0,0,0.0,60.0,1
25476,S.C.A.R.S,0,1,0,0.0,0.0,0
25477,Saban's Iznogoud,0,5,0,0.0,0.0,3
25478,Finding Teddy II,0,37,0,7.0,70.0,3
25479,Etrian Mystery Dungeon,0,254,1,6.0,70.0,28
25480,Wardner,0,13,0,5.3,75.0,5
25481,CosmoServe,0,1,0,0.0,0.0,0
25482,Underworld: The Eternal War,1,9,0,8.7,34.0,12
25483,Boss Wave,0,1,0,0.0,0.0,0
25484,Broken Bots,0,22,0,8.3,0.0,0
25485,Urban Legends,0,36,0,7.7,0.0,0
25486,Kirby Nightmare in Dreamland,0,0,1,0.0,0.0,0
25487,Football Manager Classic 2015,0,0,0,0.0,100.0,1
25488,MonsterBag(+),0,0,0,0.0,0.0,0
25489,2013: Infected Wars,0,4,0,15.4,43.0,7
25490,Scram Kitty DX,0,1,0,0.0,0.0,0
25491,Toukiden: Kiwani,0,1,0,0.0,0.0,0
25492,Shadow Gunner: The Robot Wars,0,8,0,10.0,0.0,1
25493,Shin Senki VanGale,0,1,0,0.0,0.0,0
25494,Silent Iron,0,3,0,0.0,0.0,0
25495,Sonata,0,4,0,16.7,0.0,1
25496,Quake: Malice,0,1,0,0.0,0.0,0
25497,Quake: Shrak,0,1,0,0.0,0.0,0
25498,Hacx,0,1,0,0.0,0.0,0
25499,Chex Quest 3,0,9,1,5.9,78.0,23
25500,Sonic Robo Blast 2,4,54,1,7.0,82.0,53
25502,Harmony,0,4,0,12.5,50.0,3
25503,Pirate Doom,0,3,0,6.3,86.0,12
25505,Void,0,17,0,14.3,0.0,1
25504,STRAIN,0,1,0,0.0,75.0,1
25506,Action Doom 2: Urban Brawl,0,6,0,14.3,90.0,6
25507,Quake: Nehahra,0,1,0,0.0,0.0,0
25509,Star Ixiom,0,10,0,9.1,0.0,0
25510,Steel Harbinger,0,10,0,8.3,50.0,1
25511,Streak: Hoverboard Racing,0,7,0,10.0,20.0,2
25512,Tall Infinity,0,8,0,0.0,0.0,0
25513,Tenshi Doumei,0,1,0,0.0,0.0,0
25514,The Dungeon RPG,0,1,0,0.0,0.0,0
25515,The Mystic Dragoons,0,5,0,16.7,0.0,0
25517,The Land Before Time: Great Valley Racing Adventure,0,11,0,8.0,41.0,12
25516,The Incredible Hulk: The Pantheon Saga,0,19,1,4.5,10.0,2
25518,The Land Before Time: Big Water Adventure,0,8,1,11.1,40.0,8
25519,The Land Before Time: Return to the Great Valley,0,9,1,17.2,48.0,15
25520,The Raven Project,0,5,0,0.0,0.0,0
25523,"Nancy Drew Dossier: Lights, Camera, Curses!",0,0,0,0.0,0.0,1
25524,The Times - Exclusive Tomb Raider Level,0,0,0,0.0,0.0,1
25525,VoidExpanse,0,390,1,5.4,78.0,16
25526,Total Eclipse Turbo,0,8,0,16.7,30.0,2
25527,Trash It,0,5,0,25.0,50.0,1
25528,Treasure Gear,0,3,0,0.0,0.0,0
25529,Pokémon Rumble World,2,168,2,21.8,60.0,154
25530,Viper,0,11,0,7.1,65.0,2
25531,Virus: It is aware,0,1,0,0.0,0.0,0
25532,Kieru,0,0,1,100.0,0.0,0
25533,Beyond Castle Wolfenstein,0,18,0,17.1,68.0,11
25534,Catacomb,0,10,0,0.0,60.0,8
25535,Catacomb II,0,5,0,0.0,0.0,2
25537,Chex Quest 2: Flemoids Take Chextropolis,0,5,2,7.1,78.0,21
25538,War for the Overworld,26,2200,18,5.3,74.0,158
25539,Star Trek: Armada,0,17,0,8.6,76.0,15
25540,Star Trek: Armada II,0,17,0,3.6,73.0,10
25542,Wizardry Empire,1,10,0,9.1,0.0,0
25543,Wizardry Empire II,0,1,0,0.0,0.0,0
25544,Wizardry VII: Gadeia no Houshu,0,6,0,14.3,0.0,0
25545,Wizardry: Dimguil,0,1,0,0.0,0.0,0
25546,Wizardry: Llylgamyn Saga,0,8,0,14.3,60.0,4
25547,Wizardry: New Age of Llylgamyn,0,7,0,20.0,0.0,1
25548,X2,0,14,0,10.0,45.0,4
25549,Zill'Oll,0,1,0,0.0,0.0,0
25550,Aces of War,0,4,0,16.7,0.0,1
25552,After Burner: Black Falcon,1,22,1,10.7,40.0,3
25554,Ailu de Puzzle,0,1,0,0.0,0.0,0
25555,Air Conflicts: Aces of World War II,0,5,0,11.1,0.0,3
25556,Akatsuki no Amaneka to Aoi Kyojin,0,2,0,33.3,0.0,0
25557,Another Century's Episode Portable,0,5,0,10.0,75.0,4
25558,Antiphona no Seikahime,0,1,0,0.0,0.0,0
25559,Arms' Heart,0,1,0,0.0,0.0,0
25560,Audition Portable,0,2,0,33.3,0.0,0
25561,Bakumatsu Rock: Ultra Soul,0,6,0,7.7,78.0,6
25562,Battle Spirits: Hero's Soul,0,1,0,0.0,0.0,0
25563,Battle Spirits: Kiseki no Hasha,0,1,0,0.0,0.0,0
25564,Blaze Union: Story to Reach the Future,0,8,0,10.0,0.0,1
25565,Dead Synchronicity: Tomorrow Comes Today,15,741,3,1.9,69.0,222
25566,Hero Generations,0,106,0,17.9,65.0,9
25567,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,0,8,0,11.1,0.0,0
25568,Carnage Heart Portable,0,1,0,0.0,0.0,0
25569,Chandragupta: Warrior Prince,0,6,0,11.1,0.0,2
25572,Metal Gear Solid: Twin Pack,0,1,0,0.0,0.0,0
25573,Jim Booth,0,0,0,0.0,0.0,1
25574,Re-Loaded,0,1,0,0.0,0.0,0
25575,Fortune's Tavern - The Fantasy Tavern Simulator,1,135,0,9.7,20.0,4
25576,Poacher,0,5,0,12.5,70.0,2
25577,Animates,0,1,0,0.0,0.0,0
25579,Coded Soul: Uketsugareshi Idea,0,1,0,0.0,0.0,0
25580,Danball Senki W,0,4,0,22.2,0.0,3
25581,Densetsu no Yuusha no Densetsu,0,1,0,0.0,0.0,0
25582,Dragon Ball: Evolution,0,1,0,0.0,0.0,0
25583,Dream C Club Portable,0,1,0,0.0,0.0,0
25584,My Farm,0,0,0,0.0,0.0,0
25585,Dynasty Warriors Vol. 2,0,22,0,2.6,47.0,16
25588,Elminage Ibun: Ame no Mihashira,0,5,0,16.7,0.0,0
25589,Elminage II,0,1,0,0.0,0.0,0
25590,Elminage III,0,1,0,0.0,0.0,0
25591,Entaku no Seito: The Eternal Legend,0,3,0,0.0,0.0,0
25592,Cooking Mama World - Hobbies & Fun,0,0,0,0.0,0.0,0
25593,Exorsister,0,1,0,0.0,0.0,0
25594,Final Armada,0,7,0,22.2,0.0,0
25595,Cooking Mama 3,0,0,0,0.0,0.0,0
25597,Micronaut One,0,0,0,100.0,0.0,0
25598,3D Tunnel,0,3,0,25.0,0.0,0
25599,Targa,0,1,0,0.0,0.0,0
25601,Riding Fight,0,2,0,16.7,100.0,3
25600,Pit Pot,2,4,0,37.5,65.0,1
25602,Space Seeker,0,2,0,0.0,0.0,0
25603,The Colony,0,3,0,40.0,0.0,0
25605,Scarab of Ra,0,1,0,0.0,80.0,1
25604,Maze Wars+,0,0,0,100.0,0.0,0
25606,Soccer Star,0,1,0,33.3,0.0,1
25607,Catch 23,0,1,0,50.0,0.0,0
25608,MIDI Maze,0,0,0,100.0,0.0,0
25609,Dark Side,0,4,0,20.0,0.0,0
25610,Driller,0,4,0,33.3,0.0,0
25611,Love Dungeon,0,0,0,100.0,0.0,0
25612,Smurf Rescue,0,1,0,0.0,0.0,0
25613,Ack-Ack Attack!,0,2,0,33.3,20.0,0
25614,Air Bucks,0,1,0,66.7,0.0,0
25615,Aldo's Adventure,0,0,0,66.7,0.0,1
25616,Alien Legacy,1,4,0,16.7,0.0,1
25617,Ancient Art of War in the Skies,0,1,0,0.0,0.0,0
25619,Battle Isle Data Disk 1,0,1,0,0.0,0.0,0
25620,Battle Isle Data Disk 2: The Moon of Chromos,0,1,0,0.0,0.0,0
25621,Big Business,0,1,0,0.0,0.0,0
25622,"Biing!: Sex, Intrigue and Scalpels",1,80,1,10.0,60.0,1
25623,Blade Warrior,0,9,0,9.1,70.0,1
25624,Bombs and Bugs,0,1,0,0.0,0.0,0
25625,Bumpy's Arcade Fantasy,0,4,0,0.0,0.0,1
25626,Cadaver,0,16,0,23.8,70.0,0
25627,Catch 'em,0,1,0,0.0,0.0,0
25628,C-Dogs,0,3,0,14.3,0.0,3
25629,Detroit,0,3,0,20.0,0.0,1
25630,Hare Raising Havoc,0,1,0,0.0,0.0,0
25631,Holiday Lemmings,0,2,0,50.0,0.0,0
25632,Sabre Team,0,11,0,8.3,40.0,0
25633,Shanghai II: Dragon's Eye,0,5,0,16.7,64.0,5
25634,Silverball,0,1,0,0.0,0.0,0
25635,Solid State Pinball: Tristan,0,1,0,0.0,0.0,0
25636,Space Ace II: Borf's Revenge,0,1,0,0.0,0.0,0
25639,SSN-21 Seawolf,0,1,0,0.0,0.0,0
25638,Spoils of War,0,1,0,50.0,0.0,0
25641,Starlord,0,28,0,12.5,0.0,0
25640,Starbyte Super Soccer,0,3,0,25.0,0.0,0
25642,Frontier Gate,0,9,0,0.0,0.0,2
25643,Star Trek: The Rebel Universe,0,3,0,25.0,0.0,0
25644,Test Drive,0,18,0,20.7,67.0,5
25645,Test Drive III: The Passion,0,10,0,20.0,70.0,2
25646,Transarctica,0,4,0,0.0,0.0,1
25647,Wing Commander Academy,0,1,0,0.0,0.0,0
25648,Wizkid: The Story of Wizball II,0,1,0,0.0,0.0,0
25649,Zeppelin: Giants of the Sky,0,4,0,20.0,0.0,0
25650,Crown,0,1,0,0.0,0.0,0
25651,Crisis in the Kremlin,1,51,1,10.5,90.0,17
25652,Crime Does Not Pay,0,1,0,0.0,0.0,0
25654,Fushigi no Dungeon: Fuurai no Shiren 3,0,1,0,0.0,0.0,0
25655,Fushigi no Dungeon: Fuurai no Shiren 4 Plus,0,1,0,0.0,0.0,0
25656,Fuuun Shinsengumi Bakumatsuden,0,1,0,0.0,0.0,0
25657,Genso Suikoden: Tsumugareshi Hyakunen no Toki,0,60,0,3.8,70.0,17
25658,Glorace: Phantastic Carnival,0,1,0,0.0,0.0,0
25659,Gloria Union,0,7,0,9.1,70.0,3
25661,CyberRace,0,3,0,25.0,0.0,0
25662,Cyber Empires,0,5,0,0.0,0.0,0
25663,Heaven's Will,0,1,0,0.0,0.0,0
25664,Heracles Chariot Racing,0,3,0,25.0,0.0,0
25665,Higanjima,0,1,0,0.0,0.0,0
25666,Hot Wheels: Ultimate Racing,0,1,0,0.0,0.0,0
25667,Presentable Liberty,0,5,1,2.1,71.0,42
25668,Cobalt,0,113,2,18.5,64.0,10
25671,Halo Online,0,5,0,41.7,80.0,2
25672,AaaaAAaaaAAAaaAAAAaAAAAA!!! Force = Mass x Acceleration,0,4,0,14.3,0.0,2
25673,Itsuka Kono Te ga Kegareru Toki ni,0,1,0,0.0,0.0,0
25674,Atelier Judie: The Alchemist of Gramnad,0,15,0,11.1,70.0,1
25675,Kenka Bancho 4,0,1,0,0.0,0.0,0
25676,Kenka Bancho 5,0,1,0,0.0,0.0,0
25677,Kenka Banchou Bros. Tokyo Battle Royale,0,1,0,0.0,0.0,0
25679,King's Field: Additional I,0,1,0,0.0,0.0,0
25678,Kenka Banchou Portable,0,1,0,0.0,0.0,0
25680,King's Field: Additional II,0,1,0,0.0,0.0,0
25681,Kingdom: Ikki Tousen no Tsurugi,0,1,0,0.0,0.0,0
25682,Kisou Ryouhei Gunhound EX,0,1,0,0.0,0.0,0
25684,M.A.C.H. - Modified Air Combat Heroes,0,16,0,13.6,55.0,3
25683,Lord of Apocalypse,0,13,0,12.5,50.0,1
25685,Affordable Space Adventures,2,159,1,7.0,76.0,93
25688,Cooking Mama 3: Shop & Chop,0,47,1,5.5,65.0,57
25689,Omega Quintet,2,351,2,7.4,64.0,49
25690,Megamind: The Blue Defender,0,9,0,13.6,68.0,10
25691,Moe Moe Daisensou * Gendaiban,0,1,0,0.0,0.0,0
25692,Moe Moe 2-Ji Daisenryaku 2,0,2,0,33.3,0.0,0
25695,Cubit: The Hardcore Platformer Robot,0,4,1,22.2,47.0,3
25696,Heavenstrike Rivals,1,41,0,11.8,50.0,4
25697,Ars Harmonia,0,0,0,0.0,0.0,1
25699,Musou Orochi 2 Special,0,1,0,0.0,0.0,0
25701,Nanodiver,0,1,0,0.0,0.0,0
25700,Nanatama: Chronicle of Dungeon Maker,0,2,0,0.0,0.0,0
25702,Narisokonai Eiyuutan: Taiyou to Tsuki no Monogatari,0,1,0,0.0,0.0,0
25703,Neo Angelique Special,0,5,0,0.0,0.0,0
25704,Ninja Katsugeki: Tenchu Kurenai Portable,0,1,0,0.0,0.0,0
25706,Onechanbara Special,0,13,0,10.0,0.0,5
25707,Onore no Shinzuru Michi o Yuke,0,3,0,25.0,0.0,0
25708,Ore no Dungeon,0,1,0,0.0,0.0,0
25709,Ore no Shikabane o Koete Yuke,0,17,0,5.3,0.0,1
25710,Persona 2: Batsu,0,1,0,0.0,0.0,0
25711,Phantom Kingdom Portable,0,9,0,0.0,70.0,1
25712,Pocket Racers,0,6,0,14.3,0.0,0
25713,Pump It Up: Exceed Portable,0,1,0,0.0,0.0,0
25714,R-Type Tactics II: Operation Bitter Chocolate,0,8,0,11.1,50.0,0
25715,Ranshima Monogatari Rare Land Story,0,1,0,0.0,0.0,0
25716,Rezel Cross,0,3,0,20.0,40.0,1
25718,Samurai Dou 2,0,1,0,0.0,0.0,0
25719,Sangoku Hime,0,1,0,0.0,0.0,0
25720,Sangoku Hime 2: Tenka Hatou - Shishi no Keishousha,0,2,0,0.0,0.0,0
25721,Saru Getchu: Pipo Saru Racer,0,3,0,25.0,0.0,0
25722,Saru Get You: SaruSaru Daisakusen,0,1,0,0.0,0.0,0
25723,Scarface: Money. Power. Respect.,0,7,0,0.0,0.0,3
25724,Sengoku Efuda Yuugi: Hototogisu Ran,0,1,0,0.0,0.0,0
25725,Sengoku Efuda Yuugi: Hototogisu Tairan,0,1,0,0.0,0.0,0
25726,Terror of the Stratus,0,6,0,22.2,0.0,1
25727,Shin Master of Monsters Final EX,0,3,0,25.0,0.0,0
25728,Shin Sangoku Musou: Multi Raid 2,0,1,0,0.0,0.0,0
25729,Shin Sangoku Musou 5 Empires,0,1,0,0.0,0.0,0
25730,Shining Ark,0,30,0,0.0,30.0,3
25731,Shinobido Homura: Soul of the Ninja,0,1,0,0.0,0.0,0
25732,QuickSpot,0,5,0,14.3,0.0,1
25733,bit Generations: Sound Voyager,0,0,0,0.0,0.0,1
25734,Trioncube,0,3,1,12.5,65.0,4
25735,Incognito,1,68,0,6.8,0.0,1
25736,Cooking Academy Fire and Knives,1,116,1,6.7,28.0,9
25738,Khet 2.0,1,95,1,10.9,0.0,3
25737,Foresight,0,45,0,4.3,0.0,0
25739,Red Lake,5,118,1,11.4,30.0,14
25741,Supreme League of Patriots - Issue 1: A Patriot Is Born,2,232,0,5.2,57.0,40
25742,The Defenders: The Second Wave,1,93,1,8.3,60.0,6
25743,Voice of Pripyat,0,15,0,16.7,0.0,0
25745,Crazy Chicken: Invasion,0,22,0,10.0,53.0,5
25746,Defend Your Life,3,738,1,7.6,56.0,55
25747,Bard to the Future,1,54,0,11.1,0.0,2
25748,Call of the Ninja!,0,9,0,8.3,0.0,2
25749,Damned Nation Reborn,0,14,0,12.5,0.0,0
25750,Tenchi no Mon 2: Busouden,0,1,0,0.0,0.0,0
25751,Tengai Makyou,0,1,0,0.0,0.0,0
25753,The Secret Saturdays: Beasts of the 5th Sun,0,7,0,0.0,43.0,7
25755,Toriko: Gourmet Survival! 2,0,1,0,0.0,0.0,0
25752,The Hohei 2,0,1,0,0.0,0.0,0
25754,Tir Na Nog: Yuukyuu no Jin,0,2,0,33.3,0.0,0
25757,Twelve: Sengoku Fengshenden,0,1,0,0.0,0.0,0
25758,TwinBee Portable,0,1,0,0.0,0.0,0
25759,Vantage Master Portable,0,1,0,0.0,0.0,0
25760,Venus & Braves,0,1,0,0.0,0.0,0
25761,Viorate no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou,0,1,0,0.0,0.0,0
25762,Vulcanus,0,4,0,20.0,0.0,0
25765,Zero Pilot: Daisanji Sekai Taisen 1946,0,1,0,0.0,0.0,0
25766,Zill O'll Infinite Plus,1,4,0,16.7,0.0,1
25767,Bloody Afternoon,0,1,0,0.0,0.0,0
25768,Another Century's Episode,1,11,0,11.1,60.0,5
25769,Another Century's Episode 3: The Final,0,13,0,4.8,85.0,7
25770,Peter Pan: Adventures in Never Land,0,15,0,15.0,56.0,19
25771,EyePet & Friends,0,4,0,28.6,70.0,1
25772,Air Raid 3,0,2,0,50.0,0.0,0
25773,Alpine Racer 3,0,5,0,11.1,60.0,3
25774,Boxx 2,0,1,0,0.0,0.0,0
25775,Medal of Honor: Allied Assault - War Chest,1,57,1,1.1,82.0,37
25776,Ape Escape: Million Monkeys,0,1,0,0.0,0.0,0
25777,Appleseed EX,0,3,0,25.0,0.0,0
25778,Army Men: Major Malfunction,0,11,0,7.7,70.0,1
25780,Asterix & Obelix XXL,0,32,4,8.8,67.0,72
25782,Atelier Elie: The Alchemist of Salburg 2,0,25,1,9.5,72.0,13
25785,Avatar:The Last Airbender - Into the Inferno,0,1,0,0.0,0.0,0
25786,Azumi,0,5,0,16.7,0.0,0
25787,Bakuen Kakusei: Neverland Senki Zero,0,1,0,0.0,0.0,0
25788,Bakufuu Slash! Kizna Arashi,0,1,0,50.0,0.0,0
25790,Baldr Force EXE,0,1,0,0.0,0.0,0
25789,Baldr Bullet: Equilibrium,0,1,0,50.0,0.0,0
25791,Ben Hur: Blood of Braves,0,2,0,33.3,0.0,0
25792,Beverly Hills Cop,0,7,0,18.2,10.0,2
25793,Brutus & Futee,0,0,0,0.0,0.0,0
25794,NBA Showdown,0,0,0,0.0,0.0,1
25795,Forge Quest,2,97,1,13.0,60.0,10
25796,Folk Tale,0,87,3,21.7,0.0,3
25797,KeeperRL,6,107,1,4.2,90.0,6
25798,Bomberman Land 2,0,7,1,28.6,70.0,3
25800,Brave Story,0,1,0,0.0,0.0,0
25805,Dance Dance Revolution: Mario Mix,0,1,0,0.0,0.0,0
25806,Disgaea 5: Alliance of Vengeance,1,416,3,6.7,81.0,124
25807,Samorost 3,10,1500,6,3.0,78.0,495
25808,Wildfire,32,2100,4,2.0,71.0,91
25809,ChainDive,0,1,0,0.0,0.0,0
25810,Choaniki: Sei Naru Protein Densetsu,0,5,0,14.3,0.0,1
25812,Circus Maximus: Chariot Wars,1,15,0,5.3,45.0,3
25813,Copa Petrobras de Marcas,6,127,1,23.9,0.0,10
25814,Code Age Commanders,0,7,0,22.2,40.0,0
25815,Code of the Samurai,0,16,1,13.0,55.0,4
25817,Senran Kagura: Shinovi Versus - Daidouji DLC,0,0,0,16.7,60.0,5
25818,Senran Kagura: Shinovi Versus - Rin DLC,0,0,0,20.0,70.0,4
25820,Crazy Frog Racer 2,1,6,0,3.0,50.0,26
25822,Chronicles of a Dark Lord: Episode 2 - War of The Abyss,1,110,0,5.1,0.0,1
25823,Goats On A Bridge,4,483,1,10.5,43.0,26
25824,dj heroes,0,1,0,0.0,0.0,0
25825,On A Roll 3D,1,109,0,7.9,63.0,19
25826,Super Conflict,1,5,0,0.0,0.0,0
25827,Crusty Demons,0,5,0,33.3,0.0,1
25829,D.N.A.,0,0,0,0.0,0.0,0
25828,Cyclone Circus,0,4,0,20.0,0.0,0
25830,Dead Eye Jim,0,1,0,50.0,0.0,0
25831,Deadly Strike,0,7,0,18.2,0.0,2
25832,Demon Chaos,0,38,0,6.3,54.0,7
25833,Detonator,0,4,0,16.7,0.0,1
25834,DICE: DNA Integrated Cybernetic Enterprises,0,2,0,0.0,0.0,0
25835,Disney's Peter Pan: The Legend of Never-Land,0,1,0,0.0,0.0,0
25837,Dragon Blaze,0,31,1,5.1,73.0,25
25836,Don 2: The Game,0,2,0,33.3,0.0,0
25838,Dragon Shadow Spell,0,11,0,7.7,70.0,1
25839,Dragon Sisters,0,12,0,0.0,5.0,1
