gameId,name,polled,main,side,complete,fastest,slowest
62425,PC,1,0:0:0,0:0:0,7:0:0,7:0:0,7:0:0
62426,PC,1,0:0:0,0:0:0,8:48:0,8:48:0,8:48:0
62427,PC,2,1:44:0,0:0:0,5:3:0,1:44:0,5:3:0
62429,PC,1,0:0:0,0:0:0,9:24:0,9:24:0,9:24:0
62430,PC,3,2:6:0,3:0:0,2:30:0,2:6:0,3:0:0
62431,PC,1,0:0:0,0:0:0,9:0:0,9:0:0,9:0:0
62451,PC VR,1,1:23:0,0:0:0,0:0:0,1:23:0,1:23:0
62455,PC,13,0:14:0,0:11:0,0:14:0,0:8:0,0:30:0
62454,Arcade,3,0:49:0,0:0:0,0:0:0,0:40:0,1:4:0
62458,PC,5,15:24:0,14:0:0,44:40:0,12:0:0,46:20:0
62460,PC,3,1:0:0,0:0:0,3:30:0,1:0:0,4:0:0
62461,Emulated,1,101:45:0,0:0:0,0:0:0,101:45:0,101:45:0
62461,PC,163,60:58:0,67:51:0,79:46:0,32:0:0,213:0:0
62461,PlayStation 3,4,91:37:0,0:0:0,59:44:0,50:0:0,91:37:0
62463,PC,1,0:0:0,0:18:0,0:0:0,0:18:0,0:18:0
62466,PlayStation VR,1,0:0:0,0:0:0,4:31:0,4:31:0,4:31:0
62468,PC,16,4:42:0,7:19:0,6:26:0,0:28:0,14:10:0
62469,PC,14,4:3:0,5:31:0,14:14:0,2:43:0,14:14:0
62475,PC,1,2:0:0,0:0:0,0:0:0,2:0:0,2:0:0
62475,PC VR,1,1:19:0,0:0:0,0:0:0,1:19:0,1:19:0
62502,PC VR,1,4:15:0,0:0:0,0:0:0,4:15:0,4:15:0
62503,PC,1,2:22:0,0:0:0,0:0:0,2:22:0,2:22:0
62505,PC,1,0:0:0,0:0:0,0:47:0,0:47:0,0:47:0
62509,Commodore 64,1,0:0:0,9:0:0,0:0:0,9:0:0,9:0:0
62512,Commodore 64,1,0:0:0,9:0:0,0:0:0,9:0:0,9:0:0
62515,Amiga,2,23:32:0,55:0:0,0:0:0,23:32:0,55:0:0
62517,PlayStation 4,10,5:3:0,5:0:0,4:36:0,4:0:0,6:15:0
62517,PlayStation 5,4,4:0:0,5:0:0,5:20:0,4:0:0,5:20:0
62517,PlayStation VR,18,4:21:0,0:0:0,5:6:0,3:30:0,6:0:0
62519,PC,435,23:36:0,41:19:0,53:0:0,10:0:0,103:24:0
62519,PlayStation 4,140,26:21:0,43:51:0,54:13:0,18:0:0,90:0:0
62519,PlayStation 5,33,19:15:0,42:15:0,49:45:0,14:0:0,68:0:0
62519,Xbox One,53,22:28:0,46:42:0,48:3:0,20:0:0,105:26:0
62519,Xbox Series X/S,27,24:55:0,46:7:0,56:22:0,12:39:0,74:39:0
62522,PC,1,0:0:0,0:0:0,0:57:0,0:57:0,0:57:0
62529,PC,4,8:10:0,0:0:0,0:0:0,3:36:0,18:0:0
62531,PC,4,2:56:0,0:0:0,7:5:0,2:56:0,8:47:0
62533,Nintendo Switch,15,21:48:0,23:1:0,44:38:0,13:0:0,44:38:0
62533,PlayStation 4,2,22:43:0,29:45:0,0:0:0,22:43:0,29:45:0
62537,PC,2,0:0:0,0:0:0,0:56:0,0:54:0,0:59:0
62541,PC,2,0:0:0,0:0:0,3:51:0,3:45:0,3:56:0
62543,PC,8,0:15:0,0:0:0,0:39:0,0:6:0,1:46:0
62544,PC,10,1:30:0,0:0:0,0:50:0,0:32:0,1:30:0
62546,Nintendo Switch,1,2:30:0,0:0:0,0:0:0,2:30:0,2:30:0
62546,PC,3,1:51:0,1:30:0,0:0:0,1:24:0,2:18:0
62548,PC,1,7:43:0,0:0:0,0:0:0,7:43:0,7:43:0
62549,PC,1,7:17:0,0:0:0,0:0:0,7:17:0,7:17:0
62550,PC,1,23:5:0,0:0:0,0:0:0,23:5:0,23:5:0
62552,PC,21,2243:33:0,5216:14:0,5175:30:0,300:0:0,9999:59:0
62557,PC,3,0:30:0,0:45:0,1:30:0,0:30:0,1:30:0
62558,PC,2,0:0:0,0:0:0,0:1:0,0:1:0,0:1:0
62561,PC,6,12:3:0,19:8:0,50:23:0,6:26:0,59:0:0
62563,PC,5,0:10:0,0:15:0,0:33:0,0:10:0,0:55:0
62564,Google Stadia,1,4:21:0,0:0:0,0:0:0,4:21:0,4:21:0
62564,Nintendo Switch,292,4:46:0,5:54:0,14:0:0,3:0:0,40:0:0
62564,PC,461,4:25:0,5:39:0,22:39:0,2:9:0,51:12:0
62564,PlayStation 4,45,4:38:0,5:32:0,22:26:0,3:0:0,38:0:0
62564,PlayStation 5,6,4:25:0,5:0:0,0:0:0,4:0:0,5:0:0
62564,Xbox One,39,4:45:0,6:17:0,35:8:0,2:40:0,43:53:0
62564,Xbox Series X/S,31,4:36:0,6:5:0,0:0:0,3:12:0,11:9:0
62568,PC,1,0:0:0,0:0:0,1:29:0,1:29:0,1:29:0
62573,PC,5,0:0:0,0:0:0,0:22:0,0:11:0,0:34:0
62572,PC,38,0:56:0,1:10:0,0:57:0,0:23:0,3:0:0
62574,PlayStation VR,3,4:30:0,0:0:0,6:0:0,4:0:0,6:0:0
62576,Nintendo Switch,1,0:0:0,0:0:0,4:35:0,4:35:0,4:35:0
62576,PlayStation 4,2,0:0:0,4:44:0,6:23:0,4:44:0,6:23:0
62577,PC,5,8:14:0,17:0:0,0:0:0,4:0:0,17:0:0
62577,Xbox Series X/S,1,6:0:0,0:0:0,0:0:0,6:0:0,6:0:0
62579,Nintendo Switch,13,8:41:0,10:18:0,14:1:0,7:47:0,15:0:0
62579,PC,339,8:55:0,11:40:0,15:30:0,5:48:0,28:30:0
62579,PlayStation 4,22,9:6:0,11:14:0,13:48:0,8:0:0,15:0:0
62579,PlayStation 5,16,8:15:0,12:7:0,15:55:0,7:30:0,23:0:0
62579,Xbox One,5,10:30:0,11:5:0,18:12:0,10:0:0,18:12:0
62579,Xbox Series X/S,1,0:0:0,10:13:0,0:0:0,10:13:0,10:13:0
62586,PC,2,0:0:0,0:0:0,1:4:0,1:0:0,1:9:0
62587,Google Stadia,1,0:0:0,117:0:0,0:0:0,117:0:0,117:0:0
62587,PC,17,111:11:0,333:45:0,590:36:0,20:0:0,2000:0:0
62587,PlayStation 4,11,144:0:0,350:0:0,207:43:0,42:54:0,1000:0:0
62587,Xbox One,2,0:0:0,250:0:0,800:0:0,250:0:0,800:0:0
62588,PC,1,0:0:0,7:24:0,0:0:0,7:24:0,7:24:0
62596,PC,1,0:0:0,0:0:0,3:17:0,3:17:0,3:17:0
62597,PC,1,0:0:0,0:0:0,15:0:0,15:0:0,15:0:0
62598,PC,7,12:0:0,20:28:0,15:0:0,11:20:0,31:0:0
62610,Mobile,2,14:29:0,8:0:0,0:0:0,8:0:0,14:29:0
62613,Nintendo Switch,3,0:33:0,0:0:0,5:0:0,0:22:0,5:0:0
62613,PC,2,2:0:0,0:0:0,4:22:0,2:0:0,4:22:0
62613,PlayStation 4,3,0:32:0,1:10:0,0:0:0,0:30:0,1:10:0
62616,Nintendo Switch,4,35:0:0,33:48:0,42:0:0,32:0:0,42:0:0
62616,PC,116,20:3:0,30:55:0,54:9:0,9:55:0,125:20:0
62618,Nintendo Switch,3,1:14:0,0:0:0,3:0:0,1:14:0,3:0:0
62618,PC,4,1:40:0,0:0:0,3:4:0,1:40:0,3:45:0
62620,PC,3,0:0:0,0:0:0,0:43:0,0:30:0,0:57:0
62621,PC,2,5:0:0,0:0:0,1:50:0,1:50:0,5:0:0
62626,PC VR,2,0:27:0,0:0:0,0:0:0,0:25:0,0:30:0
62626,PlayStation 4,1,0:0:0,0:0:0,0:33:0,0:33:0,0:33:0
62626,PlayStation VR,5,0:42:0,0:26:0,0:19:0,0:19:0,1:0:0
62627,Mobile,1,2:0:0,0:0:0,0:0:0,2:0:0,2:0:0
62627,Nintendo Switch,2,2:0:0,0:0:0,3:26:0,2:0:0,3:26:0
62627,PC,110,2:37:0,2:48:0,3:4:0,1:38:0,11:30:0
62627,PlayStation 4,6,2:1:0,2:20:0,1:55:0,1:35:0,2:28:0
62627,PlayStation 5,1,2:22:0,0:0:0,0:0:0,2:22:0,2:22:0
62627,Xbox Series X/S,1,0:0:0,0:0:0,2:38:0,2:38:0,2:38:0
62628,PC,10,0:36:0,1:0:0,0:45:0,0:30:0,1:0:0
62631,Meta Quest,9,0:57:0,1:30:0,2:31:0,0:30:0,3:2:0
62631,PC,15,1:11:0,1:35:0,6:37:0,0:29:0,6:37:0
62631,PC VR,11,1:13:0,1:55:0,0:0:0,0:55:0,3:0:0
62631,PlayStation 4,2,1:56:0,0:0:0,0:0:0,0:53:0,3:0:0
62631,PlayStation 5,1,1:30:0,0:0:0,0:0:0,1:30:0,1:30:0
62631,PlayStation VR,12,1:54:0,1:39:0,5:24:0,1:16:0,8:0:0
62631,PlayStation VR2,5,2:0:0,2:0:0,2:7:0,2:0:0,2:15:0
62632,PC,20,6:24:0,5:53:0,8:51:0,3:0:0,12:30:0
62632,Xbox Series X/S,2,0:0:0,6:54:0,0:0:0,5:41:0,8:8:0
62633,PC,9,3:40:0,6:21:0,0:0:0,3:0:0,12:0:0
62633,PlayStation 4,3,4:8:0,0:0:0,0:0:0,4:0:0,4:24:0
62634,Browser,1,0:0:0,0:8:0,0:0:0,0:8:0,0:8:0
62634,PC,13,0:20:0,0:0:0,0:28:0,0:7:0,0:39:0
62636,Nintendo Switch,9,3:15:0,3:35:0,4:21:0,3:0:0,5:0:0
62636,PC,19,3:8:0,3:27:0,3:11:0,2:15:0,4:10:0
62636,PlayStation 4,4,3:40:0,0:0:0,4:7:0,3:30:0,5:0:0
62636,PlayStation 5,1,0:0:0,3:0:0,0:0:0,3:0:0,3:0:0
62638,PC,2,0:0:0,4:2:0,1:57:0,1:57:0,4:2:0
62640,PC,3,0:0:0,0:0:0,0:14:0,0:13:0,0:16:0
62642,PC,36,0:34:0,0:0:0,0:47:0,0:20:0,1:20:0
62648,PC,1,0:0:0,0:0:0,0:9:0,0:9:0,0:9:0
62652,PC,1,0:0:0,0:0:0,392:21:0,392:21:0,392:21:0
62654,PC,3,2:6:0,4:0:0,0:0:0,2:0:0,4:0:0
62655,PC,12,40:40:0,52:9:0,118:30:0,26:10:0,130:0:0
62655,PlayStation 4,2,0:0:0,57:7:0,63:8:0,57:7:0,63:8:0
62655,PlayStation VR,1,0:0:0,105:29:0,0:0:0,105:29:0,105:29:0
62656,PC,5,0:0:0,0:0:0,3:58:0,2:0:0,5:10:0
62663,Mobile,1,0:10:0,0:0:0,0:0:0,0:10:0,0:10:0
62663,PC,2,0:11:0,0:0:0,0:10:0,0:10:0,0:11:0
62663,PC VR,3,0:11:0,0:0:0,0:12:0,0:11:0,0:12:0
62664,Nintendo Switch,2,2:0:0,10:0:0,0:0:0,2:0:0,10:0:0
62665,Nintendo Switch,1,7:15:0,0:0:0,0:0:0,7:15:0,7:15:0
62665,PC,1,4:6:0,0:0:0,0:0:0,4:6:0,4:6:0
62668,PC,6,1:49:0,0:0:0,2:55:0,1:22:0,2:55:0
62672,PC,1,0:0:0,0:0:0,10:0:0,10:0:0,10:0:0
62674,PC,3,0:4:0,2:30:0,49:35:0,0:4:0,49:35:0
62676,PC,2,7:0:0,4:55:0,0:0:0,4:55:0,7:0:0
62681,PC,1,0:0:0,0:0:0,2:1:0,2:1:0,2:1:0
62685,PC,12,0:35:0,0:0:0,0:52:0,0:25:0,1:15:0
62687,PC,1,0:0:0,0:0:0,0:4:0,0:4:0,0:4:0
62688,PC,1,0:0:0,0:0:0,0:15:0,0:15:0,0:15:0
62689,PC,7,0:0:0,0:0:0,0:39:0,0:32:0,0:46:0
62692,PlayStation 5,1,0:0:0,120:0:0,0:0:0,120:0:0,120:0:0
62697,PC,2,3:57:0,0:0:0,20:0:0,3:57:0,20:0:0
62709,PC,697,0:45:0,0:45:0,0:49:0,0:7:0,3:1:0
62716,PC,33,8:20:0,10:25:0,12:54:0,7:0:0,23:0:0
62718,Nintendo Switch,24,0:27:0,0:30:0,0:31:0,0:15:0,1:0:0
62718,PC,24,0:21:0,0:23:0,0:34:0,0:11:0,1:1:0
62718,PlayStation 4,22,0:21:0,0:0:0,0:32:0,0:10:0,1:4:0
62718,PlayStation 5,1,0:0:0,0:0:0,0:30:0,0:30:0,0:30:0
62718,Xbox One,30,0:28:0,0:22:0,0:30:0,0:15:0,1:15:0
62718,Xbox Series X/S,5,0:26:0,0:16:0,0:31:0,0:15:0,0:42:0
62720,Mobile,2,4:2:0,0:0:0,0:0:0,3:45:0,4:20:0
62723,PlayStation 4,2,0:24:0,0:0:0,0:0:0,0:19:0,0:30:0
62723,PlayStation Vita,1,0:26:0,0:0:0,0:0:0,0:26:0,0:26:0
62734,Nintendo Switch,11,43:57:0,35:40:0,0:0:0,20:0:0,69:32:0
62734,PC,4,27:54:0,0:0:0,0:0:0,23:45:0,31:17:0
62734,PlayStation 4,5,32:30:0,37:0:0,100:0:0,24:0:0,100:0:0
62735,Mobile,2,0:29:0,0:0:0,0:0:0,0:18:0,0:40:0
62735,PC,7,0:50:0,2:20:0,1:28:0,0:38:0,2:20:0
62736,PC,7,1:55:0,0:0:0,13:45:0,1:10:0,13:45:0
62738,PlayStation 4,7,9:45:0,20:15:0,52:0:0,8:30:0,52:0:0
62738,PlayStation 5,1,12:0:0,0:0:0,0:0:0,12:0:0,12:0:0
62745,PC,1,0:0:0,0:0:0,1:1:0,1:1:0,1:1:0
62747,PC,12,5:49:0,9:37:0,20:25:0,2:12:0,21:6:0
62748,PC,4,0:45:0,0:0:0,0:0:0,0:13:0,1:14:0
62750,PC,4,0:15:0,0:0:0,14:0:0,0:11:0,14:0:0
62756,Nintendo Switch,2,0:0:0,8:0:0,10:0:0,8:0:0,10:0:0
62756,PC,4,0:0:0,8:0:0,9:50:0,5:30:0,13:0:0
62756,PlayStation 4,1,0:0:0,0:0:0,7:0:0,7:0:0,7:0:0
62757,PC,2,0:0:0,30:0:0,11:0:0,11:0:0,30:0:0
62758,PC,3,0:0:0,0:0:0,2:54:0,2:25:0,3:18:0
62759,PC,2,0:4:0,0:0:0,0:0:0,0:2:0,0:6:0
62761,PC,2,1:9:0,2:48:0,0:0:0,1:9:0,2:48:0
62763,PC,18,0:4:0,0:7:0,0:16:0,0:3:0,0:29:0
62765,PC,5,1:14:0,1:40:0,24:18:0,1:0:0,24:18:0
62768,PC,5,0:0:0,0:0:0,0:43:0,0:19:0,0:57:0
62769,Nintendo Switch,11,1:29:0,4:32:0,1:0:0,0:40:0,7:15:0
62769,PC,16,1:48:0,3:52:0,5:39:0,0:40:0,6:29:0
62769,PlayStation 4,1,1:1:0,0:0:0,0:0:0,1:1:0,1:1:0
62769,Xbox One,1,1:0:0,0:0:0,0:0:0,1:0:0,1:0:0
62773,PC,2,1:25:0,0:0:0,0:0:0,1:25:0,1:26:0
62775,Mobile,3,27:0:0,40:0:0,0:0:0,27:0:0,45:0:0
62775,PC,44,29:9:0,44:42:0,85:58:0,19:30:0,151:12:0
62781,PC,45,6:15:0,10:36:0,12:44:0,2:12:0,30:0:0
62781,Xbox One,26,6:48:0,11:27:0,12:28:0,3:0:0,33:0:0
62781,Xbox Series X/S,7,8:0:0,9:59:0,0:0:0,6:55:0,12:0:0
62783,Nintendo Switch,3,5:46:0,0:0:0,11:50:0,5:0:0,11:50:0
62783,PC,33,8:39:0,10:44:0,10:34:0,5:30:0,16:0:0
62783,PlayStation 4,8,9:30:0,16:0:0,11:3:0,8:13:0,16:0:0
62783,Xbox One,4,8:59:0,0:0:0,10:6:0,6:30:0,10:28:0
62783,Xbox Series X/S,1,0:0:0,10:42:0,0:0:0,10:42:0,10:42:0
62787,PC,4,5:45:0,6:0:0,5:27:0,4:48:0,6:6:0
62789,PC,40,2:56:0,10:9:0,329:5:0,1:7:0,579:40:0
62789,PlayStation 4,29,3:29:0,11:15:0,31:18:0,0:23:0,50:0:0
62789,Xbox One,8,1:50:0,19:30:0,14:56:0,0:30:0,20:0:0
62789,Xbox Series X/S,6,2:27:0,9:47:0,10:8:0,1:45:0,12:11:0
62790,Nintendo Switch,24,8:14:0,11:43:0,20:0:0,5:0:0,20:0:0
62790,PC,36,10:17:0,14:3:0,22:15:0,5:18:0,26:37:0
62790,PlayStation 4,18,9:2:0,14:21:0,22:57:0,6:0:0,27:3:0
62790,PlayStation 5,3,8:30:0,0:0:0,23:0:0,7:0:0,23:0:0
62795,PC,21,0:30:0,0:37:0,0:39:0,0:20:0,0:53:0
62798,PC,1,0:4:0,0:0:0,0:0:0,0:4:0,0:4:0
62798,PC VR,2,0:2:0,0:0:0,0:0:0,0:2:0,0:2:0
62799,PC,1,0:0:0,0:0:0,0:3:0,0:3:0,0:3:0
62800,PC,2,0:4:0,0:0:0,0:0:0,0:4:0,0:4:0
62800,PC VR,2,0:4:0,0:0:0,0:0:0,0:4:0,0:5:0
62801,PC,3,0:3:0,0:0:0,0:0:0,0:3:0,0:3:0
62801,PC VR,2,0:3:0,0:0:0,0:0:0,0:3:0,0:3:0
62802,PC,2,0:3:0,0:0:0,0:0:0,0:3:0,0:4:0
62802,PC VR,2,0:3:0,0:0:0,0:0:0,0:3:0,0:3:0
62806,Nintendo Switch,6,0:0:0,7:16:0,7:25:0,5:30:0,10:0:0
62806,PC,45,5:19:0,5:49:0,6:35:0,3:18:0,9:44:0
62808,PC,15,1:17:0,0:0:0,1:29:0,0:12:0,2:49:0
62810,PC,3,0:0:0,0:0:0,1:45:0,1:8:0,2:8:0
62811,Nintendo Switch,7,12:0:0,21:2:0,30:2:0,12:0:0,30:5:0
62811,PC,342,13:15:0,18:30:0,24:27:0,5:0:0,59:0:0
62811,PlayStation 4,18,14:3:0,22:20:0,24:25:0,12:0:0,44:0:0
62811,PlayStation 5,2,0:0:0,19:30:0,0:0:0,19:0:0,20:0:0
62811,Xbox One,29,10:0:0,19:3:0,21:45:0,10:0:0,36:30:0
62811,Xbox Series X/S,3,16:0:0,19:32:0,0:0:0,16:0:0,21:0:0
62812,Nintendo Switch,3,1:9:0,4:0:0,0:0:0,0:49:0,4:0:0
62812,PC,3,1:42:0,6:0:0,0:0:0,0:25:0,6:0:0
62813,PC,1,0:0:0,0:0:0,0:1:0,0:1:0,0:1:0
62824,PC,1,0:30:0,0:0:0,0:0:0,0:30:0,0:30:0
62826,PC,1,0:0:0,0:0:0,12:45:0,12:45:0,12:45:0
62837,PC,3,3:55:0,0:0:0,4:37:0,1:43:0,7:31:0
62838,PC,3,0:0:0,0:0:0,0:2:0,0:1:0,0:5:0
62841,PC,1,0:0:0,0:0:0,0:20:0,0:20:0,0:20:0
62844,PC,1,0:20:0,0:0:0,0:0:0,0:20:0,0:20:0
62850,PC,2,0:0:0,0:0:0,0:14:0,0:14:0,0:15:0
62851,PC,1,0:0:0,0:0:0,0:6:0,0:6:0,0:6:0
62852,PC,3,1:0:0,2:0:0,2:10:0,1:0:0,2:10:0
62854,PC,1,0:0:0,0:0:0,2:55:0,2:55:0,2:55:0
62857,Xbox One,1,4:0:0,0:0:0,0:0:0,4:0:0,4:0:0
62858,Mobile,14,51:45:0,64:51:0,102:52:0,32:15:0,115:0:0
62863,Mobile,4,1:21:0,3:0:0,3:0:0,1:12:0,3:0:0
62865,PC,3,0:0:0,0:0:0,8:1:0,4:26:0,13:54:0
62867,PC,1,0:30:0,0:0:0,0:0:0,0:30:0,0:30:0
62868,PC,5,0:51:0,0:0:0,0:26:0,0:26:0,1:23:0
62869,PC,4,0:59:0,0:0:0,0:5:0,0:5:0,1:43:0
62872,PC,9,39:16:0,402:10:0,161:0:0,30:32:0,650:0:0
62876,Nintendo Switch,11,6:47:0,7:23:0,8:2:0,5:0:0,9:0:0
62877,PC,1,0:0:0,0:0:0,7:20:0,7:20:0,7:20:0
62880,PC,16,5:12:0,7:17:0,12:17:0,4:0:0,14:33:0
62881,Mobile,4,5:33:0,0:0:0,3:26:0,3:26:0,7:35:0
62881,PC,14,5:36:0,5:8:0,14:21:0,3:27:0,14:21:0
62895,PlayStation 4,1,0:0:0,0:0:0,95:16:0,95:16:0,95:16:0
62902,PC,7,0:10:0,0:0:0,0:9:0,0:7:0,0:15:0
62903,PC,19,0:11:0,0:28:0,1:30:0,0:3:0,4:48:0
62908,Nintendo Switch,2,0:49:0,0:0:0,0:0:0,0:42:0,0:57:0
62908,PC,10,1:18:0,0:0:0,1:52:0,0:37:0,3:22:0
62908,PlayStation 5,1,0:0:0,0:0:0,1:30:0,1:30:0,1:30:0
62909,PC,1,0:0:0,1:30:0,0:0:0,1:30:0,1:30:0
62911,Nintendo Switch,1,0:0:0,50:0:0,0:0:0,50:0:0,50:0:0
62911,PC,4,13:52:0,0:0:0,52:25:0,13:45:0,63:50:0
62911,PlayStation 4,9,8:48:0,20:37:0,61:30:0,2:15:0,61:30:0
62916,Google Stadia,1,0:0:0,0:0:0,14:0:0,14:0:0,14:0:0
62916,PC,165,6:44:0,10:8:0,12:44:0,3:0:0,33:0:0
62916,PlayStation 4,88,7:15:0,10:10:0,12:32:0,3:0:0,22:4:0
62916,PlayStation 5,15,6:45:0,10:19:0,11:7:0,6:0:0,14:0:0
62916,Xbox One,34,7:28:0,10:44:0,12:28:0,5:0:0,20:0:0
62916,Xbox Series X/S,19,6:8:0,10:21:0,12:10:0,5:43:0,23:9:0
62918,PC,1,0:0:0,2:0:0,0:0:0,2:0:0,2:0:0
62919,PC,4,29:49:0,51:2:0,0:0:0,23:0:0,51:2:0
62921,PC,2,0:0:0,0:0:0,0:4:0,0:4:0,0:5:0
62920,PC,6,0:0:0,0:0:0,51:57:0,30:4:0,86:8:0
62920,PlayStation Vita,8,10:18:0,32:45:0,34:36:0,7:12:0,43:0:0
62922,PC,1,0:0:0,0:0:0,0:30:0,0:30:0,0:30:0
62931,Google Stadia,5,7:50:0,14:58:0,0:0:0,7:0:0,14:58:0
62931,Nintendo Switch,62,6:25:0,28:58:0,107:30:0,4:34:0,155:0:0
62931,PC,335,6:32:0,23:1:0,90:14:0,3:0:0,180:0:0
62931,PlayStation 4,176,6:23:0,21:46:0,48:51:0,3:12:0,126:46:0
62931,PlayStation 5,71,6:12:0,16:32:0,66:8:0,4:0:0,180:0:0
62931,Xbox One,76,6:41:0,21:37:0,41:56:0,3:45:0,101:23:0
62931,Xbox Series X/S,47,6:25:0,21:59:0,67:38:0,3:0:0,102:4:0
62933,PC,18,1:24:0,3:10:0,2:42:0,1:0:0,4:20:0
62935,Nintendo Switch,54,16:30:0,35:35:0,57:35:0,12:0:0,80:11:0
62935,PC,2000,13:9:0,26:49:0,41:23:0,4:12:0,174:0:0
62935,PlayStation 4,320,14:59:0,32:0:0,50:56:0,8:0:0,165:6:0
62935,PlayStation 5,28,13:37:0,27:45:0,56:8:0,10:0:0,133:0:0
62935,Xbox One,500,14:11:0,27:46:0,40:28:0,5:0:0,168:0:0
62935,Xbox Series X/S,98,13:43:0,29:55:0,56:55:0,7:42:0,124:38:0
62941,Mobile,3,24:21:0,0:0:0,0:0:0,20:0:0,27:3:0
62941,Nintendo Switch,1000,24:56:0,55:7:0,116:35:0,4:0:0,315:0:0
62941,PC,3400,23:43:0,51:2:0,97:27:0,2:55:0,542:0:0
62941,PlayStation 4,65,24:52:0,48:36:0,108:30:0,17:0:0,328:5:0
62941,PlayStation 5,224,24:51:0,46:10:0,79:40:0,4:0:0,133:0:0
62941,Xbox One,59,23:25:0,45:51:0,114:17:0,6:45:0,233:11:0
62941,Xbox Series X/S,195,24:28:0,52:26:0,95:33:0,8:28:0,209:0:0
62945,PC,1,0:0:0,0:0:0,0:34:0,0:34:0,0:34:0
62946,Google Stadia,11,23:20:0,22:20:0,29:32:0,16:28:0,59:46:0
62946,Nintendo Switch,166,17:44:0,20:59:0,24:20:0,11:43:0,45:0:0
62946,PC,106,18:20:0,20:29:0,22:11:0,12:51:0,42:29:0
62946,PlayStation 4,44,20:21:0,20:52:0,29:33:0,15:13:0,92:0:0
62946,PlayStation 5,22,18:4:0,23:28:0,23:7:0,15:0:0,30:0:0
62946,Xbox One,5,18:45:0,28:27:0,32:3:0,18:45:0,42:7:0
62946,Xbox Series X/S,1,0:0:0,48:56:0,0:0:0,48:56:0,48:56:0
62947,PC,5,1:32:0,1:50:0,0:0:0,1:10:0,2:0:0
62951,PC,1,0:0:0,0:0:0,4:4:0,4:4:0,4:4:0
62954,Nintendo Switch,9,4:1:0,5:25:0,0:0:0,3:0:0,6:0:0
62956,Nintendo Switch,1,2:30:0,0:0:0,0:0:0,2:30:0,2:30:0
62956,PC,45,3:14:0,3:9:0,3:14:0,1:30:0,7:40:0
62956,PlayStation 4,3,0:0:0,0:0:0,2:24:0,2:0:0,3:0:0
62956,PlayStation 5,1,3:0:0,0:0:0,0:0:0,3:0:0,3:0:0
62956,Xbox One,15,2:42:0,2:31:0,2:28:0,1:15:0,3:48:0
62956,Xbox Series X/S,12,2:33:0,3:20:0,2:40:0,1:8:0,4:10:0
62960,PC,36,29:13:0,45:0:0,74:47:0,18:0:0,113:15:0
62960,PlayStation 4,1,0:0:0,153:42:0,0:0:0,153:42:0,153:42:0
62960,PlayStation 5,8,16:0:0,49:31:0,0:0:0,16:0:0,69:23:0
62960,Xbox Series X/S,8,27:0:0,49:28:0,153:2:0,27:0:0,153:2:0
62962,Nintendo Switch,1,0:0:0,5:0:0,0:0:0,5:0:0,5:0:0
62962,PC,2,0:0:0,6:0:0,9:1:0,6:0:0,9:1:0
62963,PC,7,3:21:0,4:12:0,4:17:0,3:13:0,5:15:0
62964,Dreamcast,1,13:45:0,0:0:0,0:0:0,13:45:0,13:45:0
62964,Emulated,1,14:0:0,0:0:0,0:0:0,14:0:0,14:0:0
62965,PC,7,10:1:0,20:57:0,21:0:0,5:0:0,28:17:0
62971,Mobile,4,3:23:0,0:0:0,5:32:0,1:47:0,6:0:0
62971,PC,222,4:28:0,6:1:0,6:13:0,1:23:0,20:0:0
62975,PC,4,2:31:0,0:0:0,3:8:0,2:20:0,3:40:0
62976,PC,3,7:5:0,0:0:0,0:0:0,0:59:0,19:0:0
62977,Mobile,4,5:7:0,5:4:0,0:0:0,4:47:0,5:47:0
62977,PC,7,4:30:0,5:45:0,3:48:0,3:20:0,6:0:0
62977,PlayStation 4,2,0:0:0,0:0:0,4:31:0,3:22:0,5:40:0
62977,Xbox One,2,3:18:0,0:0:0,3:30:0,3:18:0,3:30:0
62977,Xbox Series X/S,1,0:0:0,0:0:0,5:10:0,5:10:0,5:10:0
62978,Nintendo Switch,25,3:8:0,3:27:0,5:30:0,2:14:0,10:0:0
62978,PC,394,3:2:0,3:21:0,4:56:0,1:46:0,12:0:0
62978,PlayStation 4,17,3:32:0,3:18:0,4:52:0,2:0:0,8:0:0
62978,PlayStation 5,2,0:0:0,3:30:0,0:0:0,3:0:0,4:0:0
62978,Xbox One,3,3:30:0,0:0:0,4:12:0,3:30:0,4:17:0
62978,Xbox Series X/S,2,0:0:0,0:0:0,6:42:0,6:25:0,7:0:0
62979,PC,72,14:40:0,22:47:0,86:22:0,7:34:0,92:45:0
62982,PC,17,0:0:0,0:0:0,1:2:0,0:1:0,4:50:0
62983,Nintendo Switch,1,2:0:0,0:0:0,0:0:0,2:0:0,2:0:0
62983,PC,35,1:59:0,2:49:0,2:35:0,1:20:0,5:30:0
62983,Xbox One,1,3:0:0,0:0:0,0:0:0,3:0:0,3:0:0
62983,Xbox Series X/S,1,1:40:0,0:0:0,0:0:0,1:40:0,1:40:0
62984,Mobile,6,3:30:0,4:50:0,6:0:0,3:0:0,6:0:0
62984,Nintendo Switch,9,4:52:0,6:40:0,7:45:0,4:45:0,10:0:0
62984,PC,72,4:15:0,5:46:0,7:13:0,2:12:0,17:0:0
62985,Nintendo Switch,1,8:0:0,0:0:0,0:0:0,8:0:0,8:0:0
