gameId,name,polled,main,side,complete,fastest,slowest
238,Arcade,7,0:36:0,0:0:0,0:0:0,0:14:0,1:0:0
238,Emulated,3,0:45:0,0:52:0,1:1:0,0:45:0,1:1:0
238,Neo Geo,6,0:36:0,1:0:0,0:50:0,0:21:0,1:0:0
238,Neo Geo CD,1,2:48:0,0:0:0,0:0:0,2:48:0,2:48:0
238,Nintendo Switch,2,0:36:0,0:0:0,0:0:0,0:23:0,0:50:0
238,PlayStation 4,1,0:0:0,0:0:0,0:35:0,0:35:0,0:35:0
239,Nintendo 64,2,4:0:0,0:0:0,22:0:0,4:0:0,22:0:0
241,Nintendo 3DS,6,3:21:0,0:0:0,0:0:0,1:0:0,7:0:0
242,Emulated,2,3:0:0,5:1:0,0:0:0,3:0:0,5:1:0
242,Game Boy Advance,6,2:43:0,0:0:0,3:0:0,2:0:0,4:0:0
242,Sega Mega Drive/Genesis,7,3:44:0,0:0:0,4:50:0,1:37:0,5:30:0
242,Super Nintendo,6,3:36:0,3:0:0,4:0:0,2:0:0,5:0:0
243,Emulated,1,0:0:0,0:0:0,8:58:0,8:58:0,8:58:0
243,Sega Mega Drive/Genesis,3,4:47:0,4:0:0,0:0:0,4:0:0,5:0:0
243,Super Nintendo,4,4:52:0,0:0:0,4:36:0,2:8:0,8:0:0
245,Sega Mega Drive/Genesis,1,10:22:0,0:0:0,0:0:0,10:22:0,10:22:0
245,Super Nintendo,4,4:0:0,21:20:0,156:59:0,4:0:0,156:59:0
247,Browser,2,0:29:0,0:0:0,0:0:0,0:27:0,0:32:0
247,PC,14,0:48:0,0:38:0,1:10:0,0:25:0,1:50:0
248,PC,11,2:20:0,3:15:0,3:29:0,1:40:0,5:8:0
249,PlayStation 3,20,19:34:0,22:0:0,28:50:0,14:0:0,36:10:0
250,PlayStation 3,17,7:15:0,8:10:0,0:0:0,5:30:0,11:22:0
250,Xbox 360,20,7:13:0,8:35:0,15:22:0,4:47:0,25:0:0
252,Arcade,7,0:20:0,0:0:0,1:55:0,0:17:0,3:0:0
252,NES,1,0:0:0,0:0:0,2:30:0,2:30:0,2:30:0
252,Sega 32X,4,0:51:0,0:0:0,1:27:0,0:40:0,1:27:0
252,Sega Master System,5,0:55:0,1:0:0,3:0:0,0:29:0,3:0:0
253,Arcade,5,0:17:0,0:0:0,0:0:0,0:15:0,0:20:0
253,Emulated,1,0:14:0,0:0:0,0:0:0,0:14:0,0:14:0
253,Mobile,1,0:0:0,3:35:0,0:0:0,3:35:0,3:35:0
253,PlayStation 3,12,0:15:0,1:17:0,9:37:0,0:10:0,46:0:0
253,Xbox 360,14,0:15:0,2:30:0,4:24:0,0:9:0,7:30:0
254,Arcade,7,0:25:0,0:0:0,0:0:0,0:15:0,0:40:0
254,Nintendo 3DS,4,0:21:0,6:20:0,0:32:0,0:21:0,6:20:0
254,Sega Mega Drive/Genesis,9,0:45:0,0:0:0,2:18:0,0:14:0,3:0:0
254,Sega Saturn,1,1:1:0,0:0:0,0:0:0,1:1:0,1:1:0
254,TurboGrafx-16,3,1:38:0,0:48:0,0:0:0,0:48:0,2:21:0
255,FM Towns,2,0:6:0,0:15:0,0:0:0,0:6:0,0:15:0
255,Sega CD,6,0:21:0,0:30:0,2:30:0,0:15:0,4:0:0
256,PC,144,7:1:0,9:0:0,17:0:0,4:6:0,38:0:0
257,Nintendo DS,17,10:33:0,10:50:0,11:35:0,7:45:0,14:0:0
260,PC,12,7:7:0,8:7:0,8:56:0,5:10:0,10:0:0
260,Wii,1,0:0:0,10:0:0,0:0:0,10:0:0,10:0:0
261,PC,3,9:15:0,0:0:0,10:38:0,6:0:0,15:16:0
261,Wii,1,9:30:0,0:0:0,0:0:0,9:30:0,9:30:0
262,PC,7,7:33:0,10:15:0,10:8:0,6:28:0,11:0:0
263,Nintendo DS,7,4:34:0,4:35:0,0:0:0,1:34:0,10:0:0
264,Xbox 360,6,0:0:0,8:0:0,12:23:0,8:0:0,18:27:0
265,PC,8,118:20:0,221:30:0,0:0:0,50:0:0,234:0:0
266,PC,56,22:3:0,33:10:0,85:42:0,10:12:0,500:0:0
268,PC,84,42:49:0,60:38:0,71:3:0,11:40:0,260:0:0
268,PlayStation 2,2,43:28:0,0:0:0,0:0:0,35:0:0,51:56:0
269,PC,32,40:22:0,68:58:0,92:16:0,19:0:0,200:0:0
270,PC,69,15:8:0,19:7:0,33:49:0,7:0:0,92:0:0
271,PC,18,10:4:0,12:30:0,25:20:0,5:30:0,40:0:0
272,PC,18,8:10:0,11:25:0,25:20:0,5:0:0,40:0:0
273,Nintendo DS,4,19:46:0,22:0:0,28:0:0,18:0:0,28:0:0
274,Nintendo DS,2,16:0:0,23:0:0,0:0:0,16:0:0,23:0:0
275,PC,13,21:44:0,35:0:0,36:30:0,14:10:0,45:30:0
276,PC,7,13:39:0,0:0:0,15:0:0,7:0:0,26:0:0
277,PC,84,17:27:0,30:57:0,27:20:0,10:0:0,100:0:0
278,PC,37,9:8:0,17:31:0,19:5:0,4:11:0,50:0:0
281,PC,17,24:3:0,39:30:0,51:52:0,14:30:0,59:18:0
282,PC,11,52:24:0,103:38:0,58:14:0,49:0:0,156:43:0
283,PC,9,32:32:0,85:30:0,77:51:0,29:0:0,153:36:0
284,Mobile,5,1:52:0,1:51:0,0:0:0,1:31:0,2:0:0
284,PlayStation Portable,5,1:35:0,0:0:0,0:0:0,0:55:0,2:30:0
284,PlayStation Vita,8,2:11:0,0:0:0,3:31:0,1:47:0,5:0:0
285,Emulated,1,3:29:0,0:0:0,0:0:0,3:29:0,3:29:0
285,Nintendo GameCube,1,6:0:0,0:0:0,0:0:0,6:0:0,6:0:0
285,PlayStation 2,5,5:47:0,5:0:0,30:0:0,2:23:0,30:0:0
285,Xbox,1,6:0:0,0:0:0,0:0:0,6:0:0,6:0:0
288,PC,5,26:32:0,186:0:0,0:0:0,6:30:0,186:0:0
289,Nintendo 64,6,0:0:0,62:43:0,0:0:0,43:48:0,86:32:0
290,PC,14,67:10:0,384:30:0,900:0:0,9:54:0,2000:0:0
292,Sega Mega Drive/Genesis,9,1:8:0,0:0:0,0:0:0,0:30:0,3:0:0
292,TurboGrafx-16,8,0:43:0,0:0:0,0:0:0,0:30:0,1:5:0
293,Emulated,13,2:19:0,3:17:0,3:43:0,1:39:0,4:7:0
293,PlayStation,65,2:41:0,3:24:0,4:30:0,1:10:0,6:20:0
295,Nintendo Switch,1,8:10:0,0:0:0,0:0:0,8:10:0,8:10:0
295,PC,25,7:53:0,9:4:0,31:45:0,5:8:0,52:53:0
295,PlayStation 3,2,8:0:0,0:0:0,0:0:0,8:0:0,8:0:0
295,Xbox 360,1,0:0:0,4:30:0,0:0:0,4:30:0,4:30:0
296,PC,41,0:26:0,1:41:0,2:16:0,0:16:0,3:55:0
297,NES,4,18:6:0,16:27:0,15:0:0,13:8:0,23:5:0
299,PlayStation 2,4,0:42:0,0:0:0,1:50:0,0:30:0,1:50:0
298,Atari 2600,1,0:0:0,0:0:0,0:30:0,0:30:0,0:30:0
302,Dreamcast,4,7:14:0,12:0:0,14:0:0,4:28:0,14:0:0
303,Xbox,3,4:0:0,6:0:0,8:0:0,4:0:0,8:0:0
304,PC,1,0:0:0,25:0:0,0:0:0,25:0:0,25:0:0
306,Commodore 64,1,0:0:0,0:0:0,6:54:0,6:54:0,6:54:0
306,NES,3,1:30:0,0:0:0,0:42:0,0:15:0,1:30:0
306,ZX Spectrum,1,1:18:0,0:0:0,0:0:0,1:18:0,1:18:0
309,Apple II,6,2:1:0,2:10:0,2:10:0,0:40:0,2:53:0
309,Emulated,1,0:53:0,0:0:0,0:0:0,0:53:0,0:53:0
309,PC,24,2:16:0,3:57:0,11:24:0,0:30:0,20:51:0
308,Arcade,3,0:30:0,1:34:0,0:0:0,0:24:0,1:34:0
308,Nintendo Switch,2,0:45:0,1:15:0,0:0:0,0:45:0,1:15:0
308,PC,3,0:32:0,0:0:0,7:45:0,0:25:0,7:45:0
308,Xbox 360,23,0:43:0,2:0:0,0:0:0,0:27:0,2:0:0
310,PC,30,2:5:0,2:57:0,4:13:0,1:31:0,10:15:0
313,PlayStation 2,2,1:15:0,0:0:0,0:0:0,1:0:0,1:30:0
315,PC,8,5:31:0,12:25:0,10:0:0,4:0:0,12:25:0
318,PC,7,14:52:0,12:30:0,0:0:0,7:36:0,19:45:0
319,PC,3000,11:28:0,15:2:0,29:0:0,5:0:0,82:50:0
319,Xbox 360,464,11:1:0,13:52:0,24:42:0,4:58:0,51:0:0
319,Xbox One,51,11:59:0,12:33:0,0:0:0,6:35:0,20:0:0
319,Xbox Series X/S,20,11:49:0,15:13:0,16:48:0,8:42:0,21:37:0
320,PC,1400,3:39:0,4:51:0,8:50:0,1:51:0,35:0:0
320,Xbox 360,122,4:0:0,4:51:0,8:29:0,2:16:0,17:30:0
320,Xbox One,11,3:32:0,4:11:0,0:0:0,2:55:0,5:30:0
320,Xbox Series X/S,24,4:5:0,4:48:0,8:39:0,2:41:0,11:18:0
321,PC,326,1:22:0,1:38:0,1:56:0,0:42:0,4:12:0
321,PlayStation 4,6,1:43:0,1:45:0,2:0:0,1:30:0,2:21:0
321,PlayStation 5,55,1:17:0,1:37:0,2:10:0,0:56:0,3:0:0
321,Xbox 360,59,1:39:0,1:42:0,2:17:0,1:0:0,3:30:0
321,Xbox One,8,1:28:0,1:44:0,0:0:0,1:0:0,3:0:0
321,Xbox Series X/S,10,1:35:0,2:0:0,2:24:0,1:22:0,2:24:0
322,PC,326,1:20:0,1:29:0,2:5:0,0:45:0,4:11:0
322,PlayStation 4,7,1:34:0,1:15:0,2:0:0,0:46:0,2:0:0
322,PlayStation 5,49,1:23:0,1:31:0,2:8:0,0:51:0,3:5:0
322,Xbox 360,48,1:36:0,1:42:0,2:45:0,1:0:0,4:0:0
322,Xbox One,8,1:16:0,1:30:0,0:0:0,1:0:0,2:0:0
322,Xbox Series X/S,11,1:17:0,1:50:0,2:10:0,1:0:0,2:10:0
323,Sega Saturn,19,24:57:0,32:25:0,44:16:0,15:0:0,90:20:0
324,PC,12,39:46:0,44:2:0,51:18:0,24:55:0,80:0:0
325,Emulated,2,7:32:0,0:0:0,0:0:0,6:5:0,9:0:0
325,Super Nintendo,12,4:42:0,6:54:0,5:30:0,3:8:0,7:25:0
327,Emulated,1,0:49:0,0:0:0,0:0:0,0:49:0,0:49:0
327,TurboGrafx-16,4,1:34:0,0:0:0,0:0:0,1:0:0,3:0:0
329,Emulated,6,1:52:0,0:0:0,0:0:0,0:45:0,2:57:0
329,Nintendo Switch,7,1:32:0,0:0:0,0:0:0,1:0:0,2:0:0
329,PlayStation 3,4,2:10:0,0:0:0,4:5:0,2:10:0,5:4:0
329,PlayStation 5,1,2:10:0,0:0:0,0:0:0,2:10:0,2:10:0
329,PlayStation Now,1,0:0:0,0:0:0,4:22:0,4:22:0,4:22:0
329,Sega Master System,59,1:54:0,3:18:0,3:52:0,0:33:0,10:0:0
329,Wii,1,1:28:0,0:0:0,0:0:0,1:28:0,1:28:0
330,Emulated,2,1:26:0,0:0:0,0:0:0,1:2:0,1:50:0
330,Sega Master System,30,0:47:0,0:50:0,0:46:0,0:18:0,4:0:0
331,Emulated,3,3:6:0,2:11:0,0:0:0,1:26:0,4:46:0
331,Nintendo Switch,7,1:24:0,0:0:0,0:0:0,0:39:0,2:5:0
331,PC,4,1:12:0,0:0:0,0:0:0,0:50:0,1:36:0
331,PlayStation 3,2,1:29:0,0:0:0,0:0:0,1:29:0,1:30:0
331,PlayStation 4,2,1:0:0,1:10:0,0:0:0,1:0:0,1:10:0
331,PlayStation Portable,1,2:30:0,0:0:0,0:0:0,2:30:0,2:30:0
331,Sega Mega Drive/Genesis,33,1:29:0,5:0:0,2:31:0,0:20:0,15:0:0
331,Xbox One,1,1:30:0,0:0:0,0:0:0,1:30:0,1:30:0
332,Emulated,1,0:0:0,2:20:0,0:0:0,2:20:0,2:20:0
332,Sega Master System,13,1:22:0,1:33:0,0:0:0,0:45:0,2:0:0
333,Arcade,2,0:57:0,0:0:0,0:0:0,0:54:0,1:0:0
333,Emulated,3,1:2:0,0:0:0,0:0:0,0:56:0,1:10:0
333,Sega Master System,23,1:2:0,1:1:0,1:26:0,0:20:0,2:0:0
334,Game Boy Advance,3,2:2:0,0:0:0,0:0:0,1:39:0,2:42:0
334,Nintendo DS,2,2:0:0,0:0:0,6:30:0,2:0:0,6:30:0
337,Game Boy,2,6:31:0,11:32:0,0:0:0,6:31:0,11:32:0
337,Game Boy Color,1,2:30:0,0:0:0,0:0:0,2:30:0,2:30:0
337,NES,2,0:50:0,0:0:0,4:0:0,0:50:0,4:0:0
337,Super Nintendo,2,2:30:0,0:0:0,3:25:0,2:30:0,3:25:0
338,PC,1,11:30:0,0:0:0,0:0:0,11:30:0,11:30:0
338,PlayStation 2,3,18:58:0,0:0:0,0:0:0,9:0:0,36:25:0
338,Xbox,5,14:42:0,0:0:0,0:0:0,7:0:0,20:0:0
339,PC,5,8:1:0,0:0:0,11:22:0,6:34:0,12:45:0
339,Wii,1,0:0:0,0:0:0,10:0:0,10:0:0,10:0:0
340,PC,667,13:43:0,16:17:0,22:31:0,7:6:0,46:0:0
340,PlayStation 3,93,15:6:0,16:8:0,23:10:0,6:37:0,46:44:0
340,Xbox 360,64,13:52:0,16:3:0,24:51:0,7:46:0,33:0:0
340,Xbox One,19,15:20:0,18:30:0,35:0:0,12:0:0,35:0:0
340,Xbox Series X/S,12,13:9:0,14:35:0,0:0:0,10:0:0,16:0:0
341,PC,1,20:0:0,0:0:0,0:0:0,20:0:0,20:0:0
343,Emulated,3,5:25:0,0:0:0,0:0:0,3:50:0,8:25:0
343,Game Boy,5,4:26:0,4:0:0,4:0:0,2:0:0,8:30:0
343,NES,3,1:30:0,3:56:0,3:22:0,1:30:0,3:56:0
343,Sega Game Gear,1,2:49:0,0:0:0,0:0:0,2:49:0,2:49:0
343,Sega Master System,1,1:25:0,0:0:0,0:0:0,1:25:0,1:25:0
343,Sega Mega Drive/Genesis,8,3:32:0,0:0:0,2:20:0,2:11:0,5:0:0
343,Super Nintendo,7,6:45:0,3:30:0,7:18:0,3:30:0,8:0:0
344,Arcade,10,0:34:0,0:0:0,0:0:0,0:25:0,1:0:0
344,Emulated,1,0:33:0,0:0:0,0:0:0,0:33:0,0:33:0
345,Amiga,1,3:30:0,0:0:0,0:0:0,3:30:0,3:30:0
345,PC,3,5:1:0,0:0:0,0:0:0,4:29:0,5:35:0
345,PlayStation Vita,1,6:21:0,0:0:0,0:0:0,6:21:0,6:21:0
346,PC,107,5:52:0,6:32:0,9:51:0,3:0:0,21:0:0
346,PlayStation 3,3,4:53:0,3:48:0,8:0:0,3:48:0,8:0:0
346,Xbox 360,2,5:3:0,12:0:0,0:0:0,5:3:0,12:0:0
347,PC,63,5:26:0,6:17:0,8:32:0,3:7:0,14:0:0
347,PlayStation 3,4,6:14:0,3:6:0,8:0:0,3:6:0,8:23:0
347,Xbox 360,1,0:0:0,10:0:0,0:0:0,10:0:0,10:0:0
348,PC,140,5:53:0,7:8:0,9:28:0,3:12:0,15:0:0
348,PlayStation 3,4,7:9:0,4:21:0,8:0:0,4:21:0,9:19:0
348,Xbox 360,1,5:30:0,0:0:0,0:0:0,5:30:0,5:30:0
349,Atari 7800,2,0:22:0,0:0:0,0:0:0,0:15:0,0:30:0
350,Emulated,2,0:35:0,38:3:0,0:0:0,0:35:0,38:3:0
350,TurboGrafx-16,10,1:23:0,0:0:0,0:0:0,0:5:0,2:25:0
351,Wii,2,1:26:0,0:0:0,0:0:0,0:52:0,2:0:0
353,PC,22,2:26:0,3:21:0,7:2:0,1:10:0,19:47:0
354,Emulated,3,1:45:0,2:0:0,0:0:0,1:30:0,2:0:0
354,Game Boy Advance,10,1:9:0,2:14:0,0:0:0,0:6:0,3:0:0
354,Nintendo GameCube,9,3:18:0,0:0:0,12:0:0,1:30:0,12:0:0
354,PlayStation 2,11,2:15:0,8:2:0,0:0:0,1:0:0,8:2:0
354,Wii,1,0:0:0,2:0:0,0:0:0,2:0:0,2:0:0
354,Xbox,1,2:0:0,0:0:0,0:0:0,2:0:0,2:0:0
355,Nintendo Switch,1,5:0:0,0:0:0,0:0:0,5:0:0,5:0:0
355,PC,11,2:36:0,4:46:0,0:0:0,1:42:0,5:0:0
355,Xbox 360,24,5:18:0,7:30:0,6:48:0,4:0:0,10:0:0
355,Xbox One,3,2:28:0,0:0:0,11:23:0,1:36:0,11:23:0
355,Xbox Series X/S,2,2:20:0,0:0:0,12:25:0,2:20:0,12:25:0
356,PC,3,5:34:0,0:0:0,0:0:0,1:20:0,8:22:0
359,Emulated,2,5:53:0,6:7:0,0:0:0,5:53:0,6:7:0
359,PlayStation,10,7:15:0,7:0:0,7:30:0,6:0:0,8:45:0
358,PC,4,16:11:0,30:0:0,0:0:0,15:0:0,30:0:0
360,PC,116,2:24:0,3:21:0,5:50:0,0:46:0,37:0:0
361,PC,34,2:10:0,3:1:0,5:17:0,1:4:0,7:30:0
363,PC,30,2:17:0,2:25:0,2:17:0,1:1:0,4:34:0
364,PC,6,5:42:0,9:0:0,6:0:0,4:18:0,9:0:0
362,PC,71,5:20:0,5:55:0,6:52:0,2:0:0,10:0:0
365,Emulated,2,3:32:0,0:0:0,0:0:0,2:28:0,4:37:0
365,Nintendo Switch,2,0:0:0,0:0:0,9:30:0,9:0:0,10:0:0
365,PC,8,2:57:0,4:48:0,0:0:0,1:20:0,4:48:0
365,Sega Mega Drive/Genesis,28,2:54:0,5:50:0,11:36:0,1:0:0,31:0:0
365,Wii,1,2:37:0,0:0:0,0:0:0,2:37:0,2:37:0
367,Arcade,9,0:37:0,0:45:0,0:0:0,0:12:0,1:10:0
367,Nintendo Switch,5,0:51:0,0:0:0,6:0:0,0:35:0,9:0:0
367,PC,4,0:41:0,5:54:0,0:0:0,0:34:0,5:54:0
367,PlayStation 4,2,0:41:0,0:0:0,0:0:0,0:23:0,1:0:0
367,Sega Mega Drive/Genesis,34,1:0:0,1:52:0,2:55:0,0:28:0,5:0:0
366,PC,1,16:35:0,0:0:0,0:0:0,16:35:0,16:35:0
368,PC,64,3:27:0,14:8:0,24:11:0,0:54:0,73:18:0
369,Arcade,4,0:21:0,0:0:0,2:0:0,0:19:0,2:0:0
369,Emulated,1,3:0:0,0:0:0,0:0:0,3:0:0,3:0:0
369,NES,2,1:57:0,0:0:0,0:0:0,0:48:0,3:6:0
369,Sega Game Gear,1,0:37:0,0:0:0,0:0:0,0:37:0,0:37:0
369,Sega Master System,3,1:26:0,0:0:0,2:15:0,0:53:0,2:15:0
370,PlayStation Portable,4,15:16:0,25:27:0,0:0:0,9:39:0,25:27:0
370,Wii,2,6:30:0,12:0:0,0:0:0,6:30:0,12:0:0
371,Emulated,1,0:0:0,5:20:0,0:0:0,5:20:0,5:20:0
371,PC,1,10:0:0,0:0:0,0:0:0,10:0:0,10:0:0
371,PlayStation,20,7:17:0,8:12:0,10:41:0,5:0:0,11:22:0
371,Sega Saturn,6,6:16:0,7:0:0,0:0:0,3:19:0,8:45:0
373,Arcade,46,0:59:0,0:52:0,0:0:0,0:26:0,2:0:0
373,Emulated,13,0:56:0,1:7:0,4:0:0,0:45:0,4:0:0
374,Atari Jaguar,4,12:46:0,0:0:0,17:40:0,10:18:0,17:40:0
375,Emulated,2,2:31:0,6:0:0,0:0:0,2:31:0,6:0:0
375,Super Nintendo,12,1:47:0,6:0:0,5:36:0,0:55:0,6:0:0
376,PC,6,5:0:0,18:42:0,8:0:0,5:0:0,21:22:0
378,PC,45,9:26:0,12:29:0,18:27:0,2:50:0,25:0:0
379,PC,60,6:18:0,12:4:0,20:23:0,1:20:0,28:30:0
381,PC,320,8:17:0,12:13:0,26:49:0,4:5:0,63:0:0
381,PlayStation 3,31,8:42:0,11:38:0,23:31:0,5:0:0,24:51:0
381,Xbox 360,51,8:35:0,10:17:0,24:30:0,4:16:0,50:0:0
381,Xbox One,1,6:0:0,0:0:0,0:0:0,6:0:0,6:0:0
382,PC,232,7:14:0,10:17:0,28:18:0,4:0:0,74:34:0
382,PlayStation 3,17,7:1:0,8:11:0,31:0:0,5:30:0,31:0:0
382,Xbox 360,48,6:42:0,9:53:0,15:0:0,3:53:0,22:0:0
383,Emulated,1,0:0:0,5:5:0,0:0:0,5:5:0,5:5:0
383,Nintendo 3DS,5,7:0:0,6:28:0,9:46:0,6:14:0,9:46:0
383,Nintendo DS,40,6:9:0,5:58:0,6:21:0,4:11:0,10:0:0
384,Emulated,6,2:38:0,2:1:0,1:55:0,1:43:0,3:12:0
384,Nintendo Switch,3,1:57:0,0:0:0,2:0:0,1:51:0,2:4:0
384,Sega Mega Drive/Genesis,27,2:5:0,0:0:0,1:56:0,0:59:0,5:0:0
386,Browser,2,0:39:0,0:36:0,0:0:0,0:36:0,0:39:0
387,PC,10,8:42:0,9:25:0,11:27:0,5:29:0,18:13:0
387,PlayStation 3,2,6:35:0,12:0:0,0:0:0,6:35:0,12:0:0
387,Xbox 360,4,0:0:0,11:22:0,10:25:0,9:45:0,13:0:0
388,PC,1,0:0:0,0:0:0,4:19:0,4:19:0,4:19:0
389,Xbox 360,2,13:0:0,0:0:0,0:0:0,12:0:0,14:0:0
390,PlayStation,3,10:16:0,0:0:0,0:0:0,0:24:0,30:0:0
391,Emulated,4,1:57:0,0:0:0,14:50:0,1:38:0,14:50:0
391,Game Boy,29,2:5:0,10:34:0,2:50:0,1:25:0,18:9:0
391,Nintendo 3DS,4,3:52:0,0:0:0,0:0:0,2:23:0,6:7:0
391,Nintendo Switch,5,2:13:0,0:0:0,1:41:0,1:40:0,3:29:0
393,3DO,4,5:0:0,0:0:0,5:2:0,1:43:0,8:11:0
393,PC,95,4:28:0,5:3:0,8:16:0,1:26:0,12:0:0
394,PC,32,10:11:0,12:48:0,14:50:0,6:42:0,23:0:0
394,PlayStation 2,6,9:0:0,11:0:0,0:0:0,6:0:0,11:33:0
394,PlayStation 3,23,9:44:0,13:11:0,14:43:0,7:26:0,20:0:0
394,Wii,2,11:0:0,0:0:0,8:44:0,8:44:0,11:0:0
394,Xbox 360,18,8:7:0,11:36:0,16:17:0,6:37:0,20:0:0
396,PC,28,4:45:0,7:24:0,8:34:0,2:18:0,11:24:0
395,3DO,3,5:0:0,0:0:0,2:8:0,2:0:0,8:0:0
395,PC,35,5:11:0,6:23:0,7:29:0,1:35:0,9:53:0
395,PlayStation,2,6:55:0,0:0:0,0:0:0,6:51:0,7:0:0
395,Sega Saturn,3,7:10:0,0:0:0,0:0:0,4:0:0,10:0:0
397,Dreamcast,2,10:30:0,0:0:0,0:0:0,10:0:0,11:0:0
397,Game Boy Color,5,3:22:0,0:0:0,5:3:0,1:40:0,5:30:0
397,Nintendo Switch,4,2:28:0,0:0:0,9:0:0,1:43:0,9:0:0
397,PC,23,7:0:0,7:39:0,13:42:0,3:22:0,16:0:0
397,PlayStation,27,7:59:0,8:46:0,13:33:0,4:0:0,20:0:0
397,PlayStation 2,5,7:24:0,10:21:0,14:23:0,6:53:0,14:23:0
398,NES,6,1:7:0,0:55:0,0:0:0,0:17:0,2:0:0
398,Nintendo Switch,1,1:6:0,0:0:0,0:0:0,1:6:0,1:6:0
399,Arcade,2,1:5:0,0:0:0,0:0:0,0:53:0,1:18:0
399,Neo Geo,3,0:43:0,0:0:0,0:0:0,0:17:0,1:0:0
399,Nintendo Switch,1,2:0:0,0:0:0,0:0:0,2:0:0,2:0:0
399,PC,3,0:55:0,0:0:0,0:55:0,0:50:0,1:0:0
399,Xbox One,1,1:0:0,0:0:0,0:0:0,1:0:0,1:0:0
400,PC,71,5:11:0,7:4:0,5:42:0,2:30:0,9:48:0
401,PC,485,12:59:0,17:37:0,26:52:0,6:30:0,62:0:0
401,PlayStation 3,46,13:22:0,18:14:0,32:47:0,8:0:0,35:0:0
401,Xbox 360,47,13:52:0,18:30:0,24:45:0,8:0:0,27:0:0
405,Emulated,2,7:48:0,10:30:0,0:0:0,7:48:0,10:30:0
405,PlayStation 2,7,6:34:0,0:0:0,8:5:0,5:4:0,8:30:0
405,Xbox,4,7:0:0,0:0:0,0:0:0,5:32:0,9:30:0
407,Mobile,2,4:0:0,0:0:0,18:42:0,4:0:0,18:42:0
407,PC,1,0:0:0,3:0:0,0:0:0,3:0:0,3:0:0
408,PC,19,8:34:0,10:15:0,8:52:0,5:0:0,13:0:0
409,Arcade,22,0:34:0,0:0:0,1:0:0,0:15:0,2:0:0
409,Commodore 64,1,0:45:0,0:0:0,0:0:0,0:45:0,0:45:0
409,Emulated,4,0:44:0,0:0:0,0:0:0,0:27:0,1:0:0
409,Mobile,1,4:15:0,0:0:0,0:0:0,4:15:0,4:15:0
409,NES,1,1:25:0,0:0:0,0:0:0,1:25:0,1:25:0
409,Nintendo 3DS,7,1:24:0,0:0:0,0:43:0,0:34:0,2:0:0
409,Nintendo Switch,10,0:42:0,0:0:0,1:41:0,0:11:0,3:0:0
409,PC,12,0:59:0,2:18:0,0:0:0,0:18:0,3:0:0
409,PlayStation 3,20,2:39:0,1:0:0,7:11:0,0:19:0,28:52:0
409,PlayStation 4,3,1:3:0,0:0:0,0:0:0,0:50:0,1:20:0
409,PlayStation Now,1,0:49:0,0:0:0,0:0:0,0:49:0,0:49:0
409,Sega Master System,2,8:0:0,0:0:0,0:0:0,1:0:0,15:0:0
409,Sega Mega Drive/Genesis,84,0:58:0,1:14:0,1:36:0,0:10:0,5:15:0
409,TurboGrafx-16,1,1:26:0,0:0:0,0:0:0,1:26:0,1:26:0
409,Wii,1,1:30:0,0:0:0,0:0:0,1:30:0,1:30:0
409,Xbox 360,7,1:7:0,0:0:0,1:26:0,0:21:0,2:0:0
410,Game Boy Advance,5,2:23:0,2:42:0,8:0:0,2:15:0,8:0:0
412,PC,10,5:52:0,8:20:0,8:40:0,4:0:0,8:40:0
413,PC,6,0:49:0,0:0:0,13:17:0,0:49:0,19:36:0
414,Emulated,6,26:40:0,39:10:0,0:0:0,22:23:0,43:29:0
414,PlayStation,62,32:21:0,33:14:0,44:52:0,15:0:0,85:0:0
414,PlayStation 3,6,29:58:0,38:36:0,0:0:0,27:28:0,46:0:0
414,PlayStation Vita,5,0:0:0,38:57:0,24:36:0,24:36:0,46:29:0
415,Emulated,3,21:7:0,38:55:0,0:0:0,21:7:0,47:10:0
415,PlayStation,21,25:18:0,35:23:0,39:15:0,18:38:0,60:24:0
416,PC,16,1:55:0,2:24:0,6:58:0,1:10:0,10:30:0
417,PlayStation Portable,2,10:0:0,18:11:0,0:0:0,10:0:0,18:11:0
417,PlayStation Vita,1,0:0:0,0:0:0,100:0:0,100:0:0,100:0:0
418,NES,4,0:59:0,1:28:0,0:0:0,0:30:0,1:50:0
419,PC,7,5:6:0,5:40:0,12:20:0,0:7:0,12:41:0
420,Nintendo DS,2,0:0:0,4:0:0,9:0:0,4:0:0,9:0:0
421,PC,5,10:30:0,8:32:0,15:6:0,7:5:0,18:13:0
422,PC,1,5:0:0,0:0:0,0:0:0,5:0:0,5:0:0
423,PC,5,3:15:0,0:0:0,0:0:0,2:45:0,4:15:0
424,PC,1,1:0:0,0:0:0,0:0:0,1:0:0,1:0:0
426,PC,1,0:0:0,0:0:0,512:18:0,512:18:0,512:18:0
427,Xbox,1,3:0:0,0:0:0,0:0:0,3:0:0,3:0:0
428,PlayStation 2,4,6:34:0,0:0:0,4:22:0,4:22:0,8:0:0
428,Xbox,1,4:27:0,0:0:0,0:0:0,4:27:0,4:27:0
430,PC,2,27:17:0,30:0:0,0:0:0,27:17:0,30:0:0
429,PC,4,29:9:0,40:0:0,0:0:0,15:29:0,41:30:0
431,NES,2,3:30:0,0:0:0,0:0:0,3:0:0,4:0:0
